StaffId;TeamId;First Name;Last Name;Nick Name;Date Of Birth;Birthcity;Birthstate;Nationality_One;Nationality_Two;Nationality_Three;Retired
1136;27;Zack;Perugini;;1986-3-20;Vancouver;BC;Canada;;;0
1137;27;Taylor;Ryan;;1975-5-28;Hearst;ON;Canada;;;0
1138;28;Eric;Oleksy;;1972-5-19;Murphy;TX;The United States;;;0
1139;28;Waylon;Capell;;1963-12-6;Thornton;CO;The United States;;;0
1140;29;Lou;McClure;;1977-2-3;Raleigh;NC;The United States;;;0
1141;29;Joe;Veeck;;1982-4-6;San Francisco;CA;The United States;;;0
1142;31;Matt;Crampton;;1962-6-17;Portland;OR;The United States;;;0
1143;31;Anthony;Carson;;1984-1-5;Denver;CO;The United States;;;0
1144;31;Fred;Ferriss;;1974-2-13;Honolulu;HI;The United States;;;0
1145;32;Tanner;Schafer;;1965-10-21;Calgary;AB;Canada;;;0
1146;32;Maxime;Roy;;1967-4-5;Montreal;QC;Canada;;;0
1147;32;Paul;Hansell;;1967-8-22;Maple Ridge;BC;Canada;;;0
1148;33;Bob;Ferguson;;1982-11-7;Frisco;TX;The United States;;;0
1149;33;Johnny;Simmons;;1971-11-18;Medford;OR;The United States;;;0
1150;34;Tony;Flook;;1970-6-26;Universal City;TX;The United States;;;0
1151;34;Kevin;McGoldrick;;1979-12-25;Memphis;TN;The United States;;;0
1152;35;Will;McKellaig;;1969-5-8;Mission Bend;TX;The United States;;;0
1153;35;William;McGinnis;;1972-6-6;Radnor Township;PA;The United States;;;0
1154;36;Brian;Damian;;1976-2-8;Cornville;AZ;The United States;;;0
1155;36;Dave;Wilmot;;1978-6-21;Overland Park;KS;The United States;;;0
1156;37;Patrick;McDonald;;1967-2-18;Teaneck;NJ;The United States;;;0
1157;37;Ron;Outhwaite;;1973-2-10;Hempstead;NY;The United States;;;0
1158;38;Tom;Havens;;1976-4-30;Norfolk;VA;The United States;;;0
1159;38;Bob;Roseboro;;1986-1-11;Washington;DC;The United States;;;0
1160;38;Matt;Ikkala;;1989-9-2;Henderson;NV;The United States;;;0
1161;39;Chris;Hodges;;1976-3-22;Mill Valley;CA;The United States;;;0
1162;39;Kenny;Moore;;1978-4-4;Sarasota;FL;The United States;;;0
1163;39;Andrew;Taylor;;1982-3-10;Pembroke Pines;FL;The United States;;;0
1164;40;Romuald;Siwczak;;1985-3-4;Eugene;OR;The United States;;;0
1165;40;Ben;Henson;;1975-12-3;Charlotte;NC;The United States;;;0
1166;40;Bert;Stanford;;1968-8-26;Wake Forest;NC;The United States;;;0
1167;41;Edgar;Lawrence;;1980-3-28;East Canton;OH;The United States;;;0
1168;41;Thomas;Hood;;1981-5-23;Jersey City;NJ;The United States;;;0
1169;41;Andrew;Kimber;;1977-4-3;Lubbock;TX;The United States;;;0
1170;42;Chris;Groover;;1981-6-1;Montgomery;AL;The United States;;;0
1171;42;Tommy;Wacker;;1962-10-23;Dallas;TX;The United States;;;0
1172;43;Lane;Lilly;;1962-9-18;Lithia;FL;The United States;;;0
1173;43;William;Simmons;;1976-12-15;Daly City;CA;The United States;;;0
1174;44;Gerardo;Cruz;;1967-1-14;Oakland;CA;The United States;;;0
1175;44;Bob;Albert;;1965-3-24;West Whittier-Los Nietos;CA;The United States;;;0
1176;45;Jake;Courtney;;1987-3-28;Fairburn;GA;The United States;;;0
1177;45;Eddie;Stremme;;1965-7-28;Corpus Christi;TX;The United States;;;0
1178;46;Emmanuel;Dubé;;1987-5-31;Laval;QC;Canada;;;0
1179;46;Ryan;Balcarras;;1971-7-14;Sault Ste. Marie;ON;Canada;;;0
1180;47;Wayne;Owsley;;1960-5-19;San Mateo;CA;The United States;;;0
1181;47;George;von Seydlitz;;1964-7-27;Houston;TX;The United States;;;0
1182;48;Larry;Meyrick;;1980-6-21;Riverside;OH;The United States;;;0
1183;48;Jeff;Rotheray;;1964-12-30;East Brunswick;NJ;The United States;;;0
1184;49;Mike;Clement;;1979-6-4;Cottonwood Heights;UT;The United States;;;0
1185;49;Cedric;Lee;;1972-6-10;Chicago;IL;The United States;;;0
1186;49;Jason;Nix;;1970-10-6;New Orleans;LA;The United States;;;0
1187;50;Peter;Loosley;;1988-6-21;Alamo Heights;TX;The United States;;;0
1188;50;Scott;Gould;;1981-6-4;Nashville;TN;The United States;;;0
1189;50;Dan;Skillender;;1985-8-4;South Hill;WA;The United States;;;0
1190;51;Yashar;O'Donoghue;;1985-6-16;Winnipeg;MB;Canada;;;0
1191;51;Antonio;Sarnataro;;1979-1-11;Orangeville;ON;Canada;;;0
1192;52;Will;Kennedy;;1972-12-5;Starke;FL;The United States;;;0
1193;52;John;Little;;1987-8-2;Norridge;IL;The United States;;;0
1194;53;Bryce;Maxwell;;1982-7-16;Clifton Heights;PA;The United States;;;0
1195;53;Jesse;McMuckin;;1960-8-13;Rock Hill;SC;The United States;;;0
1196;54;Kel;McPhadden;;1962-7-9;Merced;CA;The United States;;;0
1197;54;Frank;Whitney;;1965-12-17;Rutherford;NJ;The United States;;;0
1198;54;Bill;Bentley;;1976-9-25;Middletown;NJ;The United States;;;0
1199;54;Bill;Widman;;1968-12-15;Portland;OR;The United States;;;0
1200;55;Ambrose;Dufrene;;1988-8-17;Baton Rouge;LA;The United States;;;0
1201;55;Michael;Fairfield;;1963-7-2;Sandy;UT;The United States;;;0
1202;56;Mike;Reddick;;1982-1-26;Clinton;MI;The United States;;;0
1203;56;Paul;Dore;;1971-4-2;Lawrenceville;GA;The United States;;;0
1204;-1;Brandon;Wallace;;1972-3-12;Laguna Beach;CA;The United States;;;0
1205;-1;Landon;Reaume;;1961-7-11;Hamilton;ON;Canada;;;1
1206;-1;Bret;Hicks;;1979-4-9;Downey;CA;The United States;;;0
1207;-1;Alejandro;Ramos;;1954-9-16;Dallas;TX;The United States;;;1
1208;-1;Kel;Rich;;1958-3-8;New York;NY;The United States;;;0
1209;-1;Bob;Turbitt;;1959-5-9;National Park;NJ;The United States;;;1
1210;-1;Domhnall;Murray;;1959-10-27;Lynn;MA;The United States;;;1
1211;-1;Russ;Smith;;1954-8-7;Albuquerque;NM;The United States;;;1
1212;-1;Tim;MacGlashan;;1959-11-30;Torrance;CA;The United States;;;0
1213;-1;Jon;Owen;;1972-10-26;Dallas;TX;The United States;;;0
1214;-1;Dusty;Mills;;1952-12-5;Federal Way;WA;The United States;;;1
1215;44;Dave;Reid;;1965-1-26;Ken Caryl;CO;The United States;;;0
1216;-1;Bruce;Vogel;;1969-6-12;Chicago;IL;The United States;;;0
1217;-1;Dave;Parker;;1965-11-19;Live Oak;FL;The United States;;;0
1218;-1;Mike;Bohrer;;1978-8-10;Boston;MA;The United States;;;0
1219;51;Ken;Sierra;;1967-7-14;Napa;CA;The United States;;;0
1220;-1;Jacob;Mikol;;1952-7-14;Toronto;ON;Canada;;;1
1221;-1;Ralph;Mitchell;;1964-1-16;Eunice;LA;The United States;;;0
1222;44;Greg;Webber;;1968-4-19;Freedom;CA;The United States;;;0
1223;52;Mike;Morehouse;;1976-11-22;Apple Valley;MN;The United States;;;0
1224;-1;Gary;Lee;;1957-1-26;Tahlequah;OK;The United States;;;1
1225;-1;Allen;Lewis;;1967-9-30;Queensbury;NY;The United States;;;0
1226;-1;Alex;Sims;;1968-12-11;Castle Rock;CO;The United States;;;0
1227;54;Luca;Buscaglia;;1968-6-14;Victoriaville;QC;Canada;;;0
1228;-1;David;Brinson;;1977-3-1;Perth Amboy;NJ;The United States;;;0
1229;-1;Scott;Wright;;1968-9-28;Los Angeles;CA;The United States;;;0
1230;-1;Dillon;Demme;;1952-5-3;Tucson;AZ;The United States;;;1
1231;-1;Frederick;MacDonald;;1954-7-7;Carol Stream;IL;The United States;;;1
1232;-1;Troy;Watts;;1952-3-28;Portland;ME;The United States;;;1
1233;-1;Yohan;Millette;;1972-4-29;Longueuil;QC;Canada;;;0
1234;-1;John;McMillan;;1971-6-4;Winston-Salem;NC;The United States;;;0
1235;56;Roosevelt;Price;;1972-1-10;San Bernardino;CA;The United States;;;0
1236;-1;Steve;McCoy;;1956-5-22;Greenville;PA;The United States;;;0
1237;-1;Bob;Lansdale;;1961-2-4;Reynoldsburg;OH;The United States;;;0
1238;-1;Even;Vestli;;1953-3-27;East Orange;NJ;The United States;;;1
1239;-1;Phil;Doremus;;1957-12-4;Federal Way;WA;The United States;;;1
1240;-1;George;Maugeri;;1977-4-21;Edinburg;TX;The United States;;;0
1241;-1;Rajan;Iannicello;;1962-11-30;Vancouver;BC;Canada;;;0
1242;-1;Bryan;Hartman;;1967-12-9;Holden;LA;The United States;;;0
1243;59;Mark;Ware;;1976-2-20;Bay Point;CA;The United States;;;0
1244;-1;Neal;Wooten;;1965-10-31;Melbourne;FL;The United States;;;0
1245;-1;Jerry;Guthrie;;1958-1-3;Irvine;CA;The United States;;;1
1246;-1;Art;Spratt;;1966-4-16;Cypress;TX;The United States;;;0
1247;60;Ryan;Bullock;;1965-9-30;Daly City;CA;The United States;;;0
1248;-1;Jack;Georges;;1958-3-13;Tempe;AZ;The United States;;;0
1249;-1;Pat;Henry;;1969-12-18;Selden;NY;The United States;;;0
1250;-1;Johnathan;McLaren;;1972-5-1;Findlay;OH;The United States;;;0
1251;62;George;Schnell;;1964-9-4;Libertyville;IL;The United States;;;0
1252;-1;Ernest;McSporran;;1961-8-10;Clive;IA;The United States;;;0
1253;-1;Tommy;Méthot;;1974-2-8;Saint-Basile-le-Grand;QC;Canada;;;0
1254;-1;Edward;Wood;;1972-2-14;Arlington;TX;The United States;;;0
1255;70;Josh;Blascoe;;1975-12-4;Hazard;KY;The United States;;;0
1256;-1;William;Hurley;;1975-4-15;Garland;TX;The United States;;;0
1257;-1;Eric;Desmarais;;1967-3-2;Moncton;NB;Canada;;;0
1258;-1;Andrea;Baratto;;1976-3-17;Richmond Hill;ON;Canada;;;0
1259;77;James;Clardy;;1979-3-13;El Paso;TX;The United States;;;0
1260;-1;Andrew;Kline;;1972-5-13;Los Angeles;CA;The United States;;;0
1261;-1;Bernard;Backer;;1978-7-19;Frisco;TX;The United States;;;0
1262;-1;Ronnie;von Mayer;;1955-6-21;Brownsburg;IN;The United States;;;1
1263;85;Jody;Murphy;;1974-2-22;Albuquerque;NM;The United States;;;0
1264;-1;Zhuge;Cunkai;;1957-7-19;Ningbo;ZHE;China;;;0
1265;-1;Bryan;DeConway;;1968-2-19;West Sharyland;TX;The United States;;;0
1266;-1;Donovan;Osborne;;1974-3-26;Brooklyn;NY;The United States;;;0
1267;91;Tim;Stace;;1974-5-18;Glendale Heights;IL;The United States;;;0
1268;-1;Marcos;Guerrero;;1962-3-28;Mineola;NY;The United States;;;0
1269;-1;Joe;Severyn;;1975-6-14;Irondequoit;NY;The United States;;;0
1270;-1;Paul;Walters;;1976-9-6;Oxon Hill-Glassmanor;MD;The United States;;;0
1271;-1;Alex;Howard;;1958-4-23;Calgary;AB;Canada;;;1
1272;-1;Corey;Murphy;;1950-2-7;LaGrange;GA;The United States;;;1
1273;-1;John;Stevenson;;1952-10-11;Brooklyn;NY;The United States;;;1
1274;117;Josh;Klassen;;1975-1-1;Claresholm;AB;Canada;;;0
1275;-1;John;Ross;;1956-8-6;Bethlehem;PA;The United States;;;1
1276;-1;Dave;Dame;;1972-10-20;Irving;TX;The United States;;;0
1277;-1;Danny;Tiechko;;1955-4-28;Vancouver;BC;Canada;;;1
1278;-1;Reid;Sharp;;1967-1-8;Paola;KS;The United States;;;0
1279;92;Juan;Eladio;;1960-3-13;Lake Barrington;IL;The United States;;;0
1280;-1;T.J.;Sinelli;;1977-10-19;Phoenix;AZ;The United States;;;0
1281;-1;Tommy;Merritt;;1951-4-1;Binghamton;NY;The United States;;;1
1282;-1;Thomas;Moore;;1961-10-22;Melbourne;FL;The United States;;;1
1283;95;Albert;O'Herlihy;;1969-12-11;Dunmore;PA;The United States;;;0
1284;36;Michael;Hillman;;1961-1-12;North Merrick;NY;The United States;;;0
1285;55;Duane;McAdams;;1975-5-24;Bakersfield;CA;The United States;;;0
1286;36;António;Castillo;;1962-10-30;Lynwood;CA;The United States;;;0
1287;119;Olivier;Houle;;1967-5-29;Palmer;MA;The United States;;;0
1288;109;Kevin;Boehm;;1970-8-26;Rio Rancho;NM;The United States;;;0
1289;115;Mark;Burnes;;1967-6-5;Coleman;WI;The United States;;;0
1290;117;Winston;Bellamy;;1966-6-26;Boston;MA;The United States;;;0
1291;108;Jim;Smith;;1972-12-13;High Point;NC;The United States;;;0
1292;55;Don;Shane;;1977-5-30;South Oroville;CA;The United States;;;0
1293;118;Joe;Lindsay;;1965-3-28;Madera;CA;The United States;;;0
1294;56;Harvey;Russell;;1976-2-11;Montvale;NJ;The United States;;;0
1295;36;Scott;Peratalo;;1955-8-23;Carson;CA;The United States;;;0
1296;108;Keith;Fulerton;;1972-5-14;Amherst;OH;The United States;;;0
1297;36;Fraser;Seymour;;1960-1-4;Manistee;MI;The United States;;;0
1298;104;Landon;Connolly;;1971-11-29;Nanaimo;BC;Canada;;;0
1299;56;Clement;Cosey;;1965-2-8;Sherborn;MA;The United States;;;0
1300;106;Jean-Luc;Labrecque;;1976-4-1;Sherbrooke;QC;Canada;;;0
1301;111;Bill;Ladd;;1975-11-6;Eagan;MN;The United States;;;0
1302;37;Vladimir;Mikhaylov;;1960-4-25;Surgut;KHA;Russia;;;0
1303;110;Tom;Whitney;;1971-8-10;Brooklyn;NY;The United States;;;0
1304;-1;Tom;Nance;;1954-10-24;Merrimac;MA;The United States;;;1
1305;37;Denis;Stepanov;;1956-10-16;Elista;KAL;Russia;;;0
1306;37;Daniel;Blome;;1959-8-15;Chicago;IL;The United States;;;0
1307;-1;Chris;Wrenn;;1951-2-3;Athens;GA;The United States;;;1
1308;38;Aleksey;Tolmatsky;;1956-6-21;Kasimov;RYA;Russia;;;0
1309;-1;Cedric;Ridley;;1955-7-1;Calgary;AB;Canada;;;1
1310;56;Mike;Skinner;;1964-10-26;Ft. Hunt;VA;The United States;;;0
1311;-1;Dane;Burton;;1951-11-15;Chicago;IL;The United States;;;1
1312;39;Josh;Ebbett;;1959-4-8;Calgary;AB;Canada;;;0
1313;39;Chris;Arnold;;1957-7-25;Bremerton;WA;The United States;;;0
1314;-1;Bill;Morris;;1951-4-15;Dunmore;PA;The United States;;;1
1315;39;Travis;Halkett;;1957-4-15;Chicago;IL;The United States;;;0
1316;-1;Adam;LeBel;;1952-1-30;Garland;TX;The United States;;;1
1317;111;Andy;Parington;;1973-5-18;Portland;TX;The United States;;;0
1318;40;Mark;Swett;;1961-12-21;Overland Park;KS;The United States;;;0
1319;40;Peyton;Stevenson;;1959-2-26;Garden Acres;CA;The United States;;;0
1320;40;Nathan;Valentine;;1963-8-30;Columbus;OH;The United States;;;0
1321;-1;Tim;Mueller;;1950-10-31;Chicago;IL;The United States;;;1
1322;113;Earl;Phipps;;1974-6-2;Los Angeles;CA;The United States;;;0
1323;-1;Isikeli;Kika;;1955-8-5;Ewa Beach;HI;The United States;;;1
1324;-1;Brad;Lauer;;1966-10-27;Humboldt;SK;Canada;;;0
1325;-1;James;Patrick;;1963-6-14;Winnipeg;MB;Canada;;;1
1326;74;Darryl;Sydor;;1972-5-13;Edmonton;AB;Canada;;;0
1327;78;Stu;MacGregor;;1962-1-1;Kamloops;BC;Canada;;;0
1328;79;Alvin;Backus;;1960-12-24;Salmon Arm;BC;Canada;;;0
1329;-1;John;Paddock;;1954-6-9;Brandon;MB;Canada;;;1
1330;75;Kris;Mallette;;1979-1-19;Kelowna;BC;Canada;;;0
1331;90;Keith;McCambridge;;1974-2-1;Thompson;MB;Canada;;;0
1332;-1;Willie;Desjardins;;1957-2-11;Moose Jaw;SK;Canada;;;1
1333;75;Bruce;Hamilton;;1957-6-30;Saskatoon;SK;Canada;;;0
1334;98;Darren;Ritchie;;1974-3-10;Minnedosa;MB;Canada;;;0
1335;62;Garth;Mitchell;;1959-1-1;Brandon;MB;Canada;;;0
1336;79;Mike;Fraser;;1978-7-27;Brandon;MB;Canada;;;0
1337;68;Gary;Michalick;;1963-1-1;Winnipeg;MB;Canada;;;0
1338;75;Scott;Barber;;1961-1-1;Red Deer;AB;Canada;;;0
1339;75;Corey;Curtis;;1972-1-1;Edmonton;AB;Canada;;;0
1340;62;Mark;Johnston;;1956-1-1;Wawanesa;MB;Canada;;;0
1341;-1;Terry;McFaul;;1955-1-1;Calgary;AB;Canada;;;1
1342;75;Scott;Morgan;;1969-1-1;Port Alberni;BC;Canada;;;0
1343;75;Tyler;Parfeniuk;;1991-4-17;Kelowna;BC;Canada;;;0
1344;-1;Ken;King;;1952-1-26;Edmonton;AB;Canada;;;1
1345;68;Joel;Otto;;1961-10-29;Elk River;MN;The United States;;;0
1346;-1;Brent;Kisio;;1982-12-15;Calgary;AB;Canada;;;0
1347;68;Rich;Dusevic;;1966-1-17;Calgary;AB;Canada;;;0
1348;68;Joe;Kazeil;;1975-1-1;Edmonton;AB;Canada;;;0
1349;68;Al;Skauge;;1960-1-1;Prince Albert;SK;Canada;;;0
1350;77;Bill;Gibson;;1962-1-1;Regina;SK;Canada;;;0
1351;68;Mitch;Ward;;1972-8-14;Richmond;BC;Canada;;;0
1352;69;Patrick;LaForge;;1956-1-1;Lac la Biche;AB;Canada;;;0
1353;68;Steve;Hamilton;;1973-9-21;Edmonton;AB;Canada;;;0
1354;69;Shawn;Stieb;;1975-1-1;Regina;SK;Canada;;;0
1355;69;Jamie;Novakoski;;1975-1-1;Saskatoon;SK;Canada;;;0
1356;69;Nels;Eckland;;1982-1-1;Calgary;AB;Canada;;;0
1357;69;Bruce;Taylor;;1963-1-1;Langley;BC;Canada;;;0
1358;69;Mike;Grant;;1973-1-1;Coquitlam;BC;Canada;;;0
1359;69;George;Musselwhite;;1972-1-1;Victoria;BC;Canada;;;0
1360;-1;Garry;Davidson;;1951-5-15;Virden;MB;Canada;;;1
1361;76;Taylor;Dakers;;1986-9-14;Langley;BC;Canada;;;0
1362;66;Mitch;Love;;1984-6-15;Quesnel;BC;Canada;;;0
1363;79;Matt;Beck;;1980-1-1;Edmonton;AB;Canada;;;0
1364;-1;Harley;Love;;1951-4-10;Summerside;PE;Canada;;;1
1365;-1;Gary;Ryhorchuk;;1954-1-1;Prince Albert;SK;Canada;;;1
1366;79;Zed;Malencia;;1969-1-1;Nanaimo;BC;Canada;;;0
1367;79;Doug;Sinclair;;1967-8-28;Winnipeg;MB;Canada;;;0
1368;74;Dan;De Palma;;1977-1-1;Prince George;BC;Canada;;;0
1369;74;Ken;Fox;;1962-1-1;Kamloops;BC;Canada;;;0
1370;74;Greg;Batters;;1967-1-10;Victoria;BC;Canada;;;0
1371;63;Mark;Blair;;1969-1-1;Edmonton;AB;Canada;;;0
1372;-1;Grant;Evans;;1949-10-20;Brandon;MB;Canada;;;1
1373;-1;Warren;Renden;;1950-1-1;Calgary;AB;Canada;;;1
1374;74;RoyEl;Caswell;;1964-1-1;Chilliwack;BC;Canada;;;0
1375;74;Rick;Allen;;1965-1-1;Kimberley;BC;Canada;;;0
1376;46;Jeff;Chynoweth;;1971-1-1;Calgary;AB;Canada;;;0
1377;-1;Ken;Cross;;1948-1-1;Winnipeg;MB;Canada;;;1
1378;68;Peter;Dubbeldam;;1969-1-1;Maple Ridge;BC;Canada;;;0
1379;70;Tyler;MacDonald;;1982-1-1;Winnipeg;MB;Canada;;;0
1380;65;Huck;Parfeniuk;;1960-12-24;Prince George;BC;Canada;;;0
1381;-1;Gary;Hanson;;1952-1-1;Winnipeg;MB;Canada;;;1
1382;71;Todd;Hassen;;1960-12-24;Saskatoon;SK;Canada;;;0
1383;71;Brian;McNaughton;;1964-1-1;Lethbridge;AB;Canada;;;0
1384;74;Shaun;Clouston;;1968-2-21;Viking;AB;Canada;;;0
1385;72;Joey;Frazer;;1990-5-18;Brainerd;MN;The United States;;;0
1386;72;John;Batchelor;;1982-3-31;Delta;BC;Canada;;;0
1387;71;Garry;Carson;;1960-12-24;Port Alberni;BC;Canada;;;0
1388;75;Evan;Marble;;1972-4-9;Eston;SK;Canada;;;0
1389;72;Gary;Olson;;1960-12-24;Edmonton;AB;Canada;;;0
1390;72;Barry;Prins;;1960-12-24;Medicine Hat;AB;Canada;;;0
1391;72;Darrell;Maser;;1964-1-1;Medicine Hat;AB;Canada;;;0
1392;63;Chad;Taylor;;1972-8-18;Regina;SK;Canada;;;0
1393;63;Mark;O'Leary;;1985-1-21;Owen Sound;ON;Canada;;;0
1394;63;Alan;Millar;;1963-1-1;Milton;ON;Canada;;;0
1395;71;Rob;Maclachlan;;1957-1-1;Moose Jaw;SK;Canada;;;0
1396;-1;Bob;Bartlett;;1940-1-1;Edmonton;AB;Canada;;;1
1397;77;Dale;Britton;;1969-1-1;Sylvan Lake;AB;Canada;;;0
1398;72;Rod;Huff;;1962-1-1;Steinbach;MB;Canada;;;0
1399;71;Jim;Hardington;;1959-1-1;Abbotsford;BC;Canada;;;0
1400;74;Scott;Blakeney;;1971-1-1;Surrey;BC;Canada;;;0
1401;73;Thomas;Miller;;1975-1-1;Edmonton;AB;Canada;;;0
1402;76;Trevor;Sprague;;1971-1-1;Kamloops;BC;Canada;;;0
1403;64;Kelly;Guard;;1983-6-10;Prince Albert;SK;Canada;;;0
1404;-1;Bob;MacDonald;;1957-1-1;Prince Albert;SK;Canada;;;1
1405;64;Bruno;Zarrillo;;1966-9-5;Winnipeg;MB;Italy;Canada;;0
1406;-1;Dave;Faulkner;;1955-4-3;Shaunavon;SK;Canada;The United States;;1
1407;68;Dallas;Thompson;;1974-1-18;Oakville;ON;Canada;;;0
1408;76;Bob;Simmonds;;1968-1-1;Edmonton;AB;Canada;;;0
1409;68;Chad;Harden;;1970-8-21;Leduc;AB;Canada;;;0
1410;-1;Brent;Sutter;;1962-6-10;Viking;AB;Canada;;;0
1411;73;Merrick;Sutter;;1987-1-1;Red Deer;AB;Canada;;;0
1412;73;Shaun;Sutter;;1980-6-2;Red Deer;AB;Canada;;;0
1413;73;Randy;Peterson;;1969-1-1;Regina;SK;Canada;;;0
1414;73;Blaine;Hanson;;1956-1-1;Red Deer;AB;Canada;;;0
1415;73;Chad;McLeod;;1970-1-1;Nipawin;SK;Canada;;;0
1416;-1;Rob;Muntain;;1979-3-20;Esterhazy;SK;Canada;;;0
1417;65;Dale;McMullin;;1955-3-13;Proctor;BC;Canada;;;0
1418;65;Russ;Kutzak;;1962-1-1;Winnipeg;MB;Canada;;;0
1419;69;Del;Reid;;1964-1-1;Ottawa;ON;Canada;;;0
1420;65;Jim;Shepherd;;1977-5-13;Kingston;ON;Canada;;;0
1421;-1;Dave;Struch;;1971-2-11;Flin Flon;MB;Canada;;;0
1422;-1;Jerome;Engele;;1950-11-26;Humboldt;SK;Canada;;;1
1423;73;Al;Cyr;;1970-1-1;Vancouver;BC;Canada;;;0
1424;66;Frank;Dryka;;1968-6-26;Saskatoon;SK;Canada;;;0
1425;73;Scott;Unger;;1984-1-1;Winnipeg;MB;Canada;;;0
1426;64;John;Kulynych;;1963-6-5;Calgary;AB;Canada;;;0
1427;76;Leland;Mack;;1971-1-1;Halton Hills;ON;Canada;;;0
1428;-1;Peter;Anholt;;1962-1-1;Prince Albert;SK;Canada;;;0
1429;70;Jon;Klemm;;1970-1-8;Cranbrook;BC;Canada;;;0
1430;-1;Gary;Aubin;;1960-12-24;Edmonton;AB;Canada;;;0
1431;76;Rob;Rogers;;1985-1-1;Lindsay;ON;Canada;;;0
1432;67;Al;Stewart;;1952-1-1;Swift Current;SK;Canada;;;0
1433;76;Mark;Lamb;;1964-8-3;Swift Current;SK;Canada;;;0
1434;69;Jamie;Porter;;1972-6-2;Edmonton;AB;Canada;;;0
1435;66;Bryan;Leavold;;1962-1-1;Port Coquitlam;BC;Canada;;;0
1436;-1;Daryl;Anning;;1956-8-13;Winnipeg;MB;Canada;;;1
1437;67;Dennis;Ulmer;;1959-1-1;Regina;SK;Canada;;;0
1438;-1;Keith;Wilson;;1954-1-1;Calgary;AB;Canada;;;1
1439;76;Ron;Bonora;;1966-12-4;Brooks;AB;Canada;;;0
1440;69;Jason;Stewart;;1979-1-1;Calgary;AB;Canada;;;0
1441;76;Tim;Mills;;1968-1-1;Vancouver;BC;Canada;;;0
1442;62;Barclay;Parneta;;1970-8-4;Saskatoon;SK;Canada;;;0
1443;78;Dan;Price;;1976-1-1;Calgary;AB;Canada;;;0
1444;-1;Ron;Toigo;;1949-1-1;Delta;BC;Canada;;;1
1445;-1;Paul;Fricker;;1960-11-20;Toronto;ON;Canada;;;0
1446;-1;Jaroslav;Svejkovský;Yogi;1976-10-1;Plzen;PLZ;Czech Republic;Canada;;0
1447;63;Jason;Ripplinger;;1976-1-1;Regina;SK;Canada;;;0
1448;-1;Terry;Bonner;;1943-1-1;Edmonton;AB;Canada;;;1
1449;69;Dean;Nazaruk;;1968-1-1;Nanaimo;BC;Canada;;;0
1450;74;Dennis;McKinnon;;1972-1-1;Williams Lake;BC;Canada;;;0
1451;77;Kelly;Kursteiner;;1961-1-1;Campbell River;BC;Canada;;;0
1452;78;Graham;Lee;;1963-1-1;Vancouver;BC;Canada;;;0
1453;78;Cameron;Hope;;1963-1-1;Edmonton;AB;Canada;;;0
1454;78;Garry;Pochipinski;;1961-1-1;Ingersoll;ON;Canada;;;0
1455;64;Dallas;Gaume;;1963-8-27;Innisfail;AB;Canada;;;0
1456;64;Mike;Dumelie;;1968-1-1;Regina;SK;Canada;;;0
1457;70;Ryan;Guenter;;1980-1-1;Lethbridge;AB;Canada;;;0
1458;78;Kaylen;Wright;;1983-4-20;Prince George;BC;Canada;;;0
1459;-1;Glen;Naka;;1953-1-1;Kelowna;BC;Canada;;;1
1460;-1;Todd;Miller;;1981-1-1;Elliot Lake;ON;Canada;;;0
1461;78;Claude;Aucoin;;1960-12-24;Kelowna;BC;Canada;;;0
1462;79;Louis;Mass;;1976-10-17;Anchorage;AK;The United States;;;0
1463;112;Dennis;Williams;;1979-8-14;Stratford;ON;Canada;;;0
1464;-1;Jason;Smith;;1973-11-2;Calgary;AB;Canada;;;0
1465;66;Tyler;Dietrich;;1984-7-2;Vancouver;BC;Canada;;;0
1466;78;Justin;Bekkering;;1977-2-7;Haarlem;NOO;The Netherlands;Canada;;0
1467;89;Matt;Cockell;;1979-5-4;Calgary;AB;Canada;;;0
1468;-1;Curtis;Hunt;;1967-1-28;North Battleford;SK;Canada;;;0
1469;64;Marc;Habscheid;;1963-3-1;Swift Current;SK;Canada;Germany;;0
1470;64;Terry;Lange;;1960-12-24;Prince Albert;SK;Canada;;;0
1471;64;Tyson;Davis;;1981-3-20;Vancouver;BC;Canada;;;0
1472;64;Doug;Padget;;1967-11-2;Saskatoon;SK;Canada;;;0
1473;64;Al;Cherniwchan;;1968-1-28;Edmonton;AB;Canada;;;0
1474;-1;Brad;Herauf;;1982-7-24;Regina;SK;Canada;;;0
1475;65;Anthony;Marquart;;1957-12-24;Regina;SK;Canada;;;0
1476;66;Mike;Priestner;;1984-1-8;London;ON;Canada;;;0
1477;-1;Dean;Brockman;;1960-12-24;Humboldt;SK;Canada;;;1
1478;66;Tim;Cheveldae;;1968-2-15;Melville;SK;Canada;;;0
1479;66;Dan;Tencer;;1986-1-12;Edmonton;AB;Canada;;;0
1480;67;Kerry;Gladson;;1979-8-19;Burnaby;BC;Canada;;;0
1481;66;Randy ;Pearce;;1966-6-17;Calgary;AB;Canada;;;0
1482;66;Joe;Jacobs;;1985-4-24;Calgary;AB;Canada;;;0
1483;67;Chad;Leslie;;1977-10-13;Virden;MB;Canada;;;0
1484;-1;Kevin;Swanson;;1980-4-18;Calgary;AB;Canada;;;0
1485;67;Jamie;LeBlanc;Butter;1984-8-16;Swift Current;SK;Canada;;;0
1486;74;Chris;Murray;;1974-10-25;Port Hardy;BC;Canada;;;0
